42.6123 -95.5331 65.1117
62.6123 -95.5331 75.1117
62.6123 -55.5331 75.1117
42.6123 -55.5331 65.1117
#

42.6123 -95.5331 65.1117
62.6123 -95.5331 55.1117
62.6123 -55.5331 55.1117
42.6123 -55.5331 65.1117
#

42.6123 -95.5331 65.1117
22.6123 -95.5331 55.1117
22.6123 -55.5331 55.1117
42.6123 -55.5331 65.1117
#

42.6123 -95.5331 65.1117
22.6123 -95.5331 75.1117
22.6123 -55.5331 75.1117
42.6123 -55.5331 65.1117
#

42.6123 -95.5331 65.1117
62.6123 -95.5331 75.1117
62.6123 -55.5331 75.1117
42.6123 -55.5331 65.1117
#

